ID,Gender,Car,Property,Children,Income,Education,Family,HouseType,Birth,Workdays,WorkPhone,Phone,Email,Job,WorkMonths,Status,Risk
5143332,F,N,Y,No children,157500.0,Secondary / secondary special,Married,House / apartment,19826,1048,0,0,0,Cleaning staff,45,No loan for the month,0
5009410,M,N,N,No children,234000.0,Incomplete higher,Married,House / apartment,13923,2290,1,1,0,Drivers,5,No loan for the month,0
5061438,F,N,Y,1 children,112500.0,Higher education,Married,House / apartment,21271,14473,0,0,1,High skill tech staff,32,paid off that month,0
5053927,F,N,N,No children,270000.0,Secondary / secondary special,Married,House / apartment,18307,8794,1,1,0,Drivers,16,paid off that month,0
5024950,M,N,N,No children,121500.0,Secondary / secondary special,Single / not married,House / apartment,15991,5390,1,0,0,Laborers,32,No loan for the month,0
5050751,M,Y,N,No children,135000.0,Secondary / secondary special,Civil marriage,House / apartment,20043,682,1,1,0,Laborers,15,1-29 days past due,0
5023644,M,Y,N,2+ children,225000.0,Secondary / secondary special,Married,House / apartment,14776,2212,0,0,0,Drivers,36,paid off that month,0
5009490,M,Y,N,No children,135000.0,Secondary / secondary special,Married,House / apartment,16196,6218,1,1,0,Laborers,13,1-29 days past due,0
5045395,F,N,Y,1 children,126000.0,Secondary / secondary special,Married,House / apartment,11461,1204,1,1,0,Cleaning staff,10,No loan for the month,0
5068591,F,N,Y,1 children,157500.0,Higher education,Married,House / apartment,13673,2667,0,0,0,Core staff,7,No loan for the month,0
5087627,F,N,N,1 children,157500.0,Higher education,Married,With parents,12603,102,0,0,0,Sales staff,18,No loan for the month,0
5125680,F,N,N,No children,337500.0,Secondary / secondary special,Married,Rented apartment,18080,1718,1,0,0,Managers,1,1-29 days past due,0
5067700,M,Y,Y,No children,450000.0,Higher education,Married,House / apartment,19087,4434,0,1,0,Managers,8,No loan for the month,0
5028599,F,Y,Y,2+ children,225000.0,Higher education,Married,House / apartment,11359,1726,0,0,0,Core staff,0,No loan for the month,0
5033456,F,Y,N,2+ children,103500.0,Secondary / secondary special,Married,House / apartment,15493,872,1,1,0,Laborers,20,paid off that month,0
5021684,M,N,Y,No children,202500.0,Secondary / secondary special,Separated,House / apartment,18745,3653,0,0,0,Cleaning staff,11,paid off that month,0
5066535,M,Y,Y,1 children,900000.0,Secondary / secondary special,Married,Co-op apartment,15344,1101,0,0,0,Managers,3,paid off that month,0
5061232,M,Y,Y,No children,222750.0,Higher education,Married,House / apartment,16944,1324,0,0,0,Drivers,48,1-29 days past due,0
5024825,F,N,N,1 children,90000.0,Secondary / secondary special,Married,House / apartment,12384,2223,1,1,0,Sales staff,20,No loan for the month,0
5149590,F,N,Y,1 children,90000.0,Secondary / secondary special,Married,House / apartment,11679,2086,0,0,1,Medicine staff,1,paid off that month,0
5113039,F,N,Y,No children,153000.0,Higher education,Separated,House / apartment,14966,7921,0,0,1,Managers,10,paid off that month,0
5022663,F,N,N,1 children,157500.0,Secondary / secondary special,Single / not married,With parents,14858,1432,0,0,0,Cleaning staff,0,paid off that month,0
5135688,F,N,Y,No children,292500.0,Higher education,Married,House / apartment,13577,1266,0,1,0,Accountants,3,paid off that month,0
5041396,F,N,Y,No children,225000.0,Incomplete higher,Civil marriage,House / apartment,8425,94,0,1,0,Sales staff,10,1-29 days past due,0
5142865,F,Y,N,2+ children,202500.0,Secondary / secondary special,Married,House / apartment,14555,1838,1,0,0,Core staff,11,1-29 days past due,0
5113643,F,Y,Y,No children,247500.0,Secondary / secondary special,Single / not married,House / apartment,7959,1045,0,0,0,Core staff,0,1-29 days past due,0
5048634,M,N,N,2+ children,135000.0,Secondary / secondary special,Married,House / apartment,13639,430,0,0,0,Laborers,3,paid off that month,0
5100242,F,Y,Y,1 children,180000.0,Higher education,Married,House / apartment,9862,2988,1,1,0,Core staff,44,1-29 days past due,0
5091791,M,Y,Y,1 children,135000.0,Secondary / secondary special,Married,House / apartment,15216,2969,1,0,0,Low-skill Laborers,43,paid off that month,0
5028623,F,Y,Y,No children,135000.0,Secondary / secondary special,Married,House / apartment,14221,1542,0,0,0,Private service staff,12,No loan for the month,0
5052818,F,N,Y,No children,180000.0,Secondary / secondary special,Single / not married,House / apartment,14534,1054,0,1,0,High skill tech staff,16,paid off that month,0
5079089,M,Y,Y,1 children,112500.0,Secondary / secondary special,Married,House / apartment,12571,451,1,0,1,Drivers,22,paid off that month,0
5053248,M,Y,Y,No children,126000.0,Secondary / secondary special,Married,House / apartment,19286,3489,1,0,0,Security staff,37,1-29 days past due,0
5149969,F,N,Y,No children,180000.0,Secondary / secondary special,Single / not married,House / apartment,14279,2939,0,0,0,Sales staff,25,No loan for the month,0
5126002,M,Y,Y,2+ children,171000.0,Secondary / secondary special,Married,House / apartment,13344,1230,0,0,0,Core staff,32,1-29 days past due,0
5135658,F,Y,Y,1 children,225000.0,Higher education,Married,House / apartment,11241,1327,0,0,0,Laborers,30,paid off that month,0
5023603,F,N,Y,No children,135000.0,Secondary / secondary special,Married,House / apartment,20323,1727,0,0,0,Cleaning staff,5,paid off that month,0
5042105,F,N,N,No children,144000.0,Secondary / secondary special,Married,Municipal apartment,16641,9988,1,1,0,Sales staff,37,paid off that month,0
5117834,M,Y,N,No children,157500.0,Secondary / secondary special,Married,House / apartment,19843,1922,0,0,0,Managers,8,1-29 days past due,0
5046349,M,Y,N,No children,202500.0,Secondary / secondary special,Married,House / apartment,16224,2574,0,0,0,Security staff,4,No loan for the month,0
5149150,M,Y,Y,No children,247500.0,Secondary / secondary special,Married,House / apartment,10952,3577,1,0,0,Laborers,7,No loan for the month,0
5041790,M,N,N,No children,225000.0,Incomplete higher,Married,House / apartment,9908,276,1,0,0,Drivers,17,1-29 days past due,0
5090766,F,N,Y,2+ children,164250.0,Secondary / secondary special,Married,House / apartment,14138,3016,0,1,1,Sales staff,19,1-29 days past due,0
5068054,M,N,Y,No children,180000.0,Secondary / secondary special,Separated,House / apartment,18252,1754,0,0,0,Drivers,6,paid off that month,0
5041824,F,Y,N,No children,112500.0,Secondary / secondary special,Married,Municipal apartment,17372,978,0,1,0,Sales staff,52,1-29 days past due,0
5046172,M,Y,N,No children,180000.0,Secondary / secondary special,Single / not married,House / apartment,20142,108,0,0,0,High skill tech staff,15,No loan for the month,0
5045051,F,N,N,No children,202500.0,Higher education,Single / not married,House / apartment,11991,706,0,0,1,Laborers,46,No loan for the month,0
5048042,F,N,Y,No children,121500.0,Higher education,Civil marriage,House / apartment,11157,277,0,0,0,Accountants,6,paid off that month,0
5010087,M,N,Y,No children,135000.0,Secondary / secondary special,Married,House / apartment,20931,191,0,1,1,Security staff,7,paid off that month,0
5067883,M,Y,Y,1 children,315000.0,Secondary / secondary special,Married,House / apartment,17543,2851,0,1,0,Drivers,38,1-29 days past due,0
5113496,F,N,Y,1 children,135000.0,Incomplete higher,Married,House / apartment,9734,2049,1,1,1,Core staff,10,1-29 days past due,0
5143046,M,Y,N,2+ children,360000.0,Secondary / secondary special,Married,House / apartment,16030,2540,1,0,0,Drivers,16,paid off that month,0
5100165,M,Y,Y,No children,270000.0,Secondary / secondary special,Married,House / apartment,14614,2440,1,0,0,Laborers,2,No loan for the month,0
5113518,M,Y,Y,1 children,270000.0,Higher education,Married,House / apartment,17193,1137,0,0,0,Laborers,38,paid off that month,0
5117376,F,Y,N,No children,135000.0,Lower secondary,Married,House / apartment,12427,614,0,0,0,Laborers,14,1-29 days past due,0
5052784,M,Y,Y,No children,112500.0,Secondary / secondary special,Married,House / apartment,12733,3185,1,0,0,Drivers,1,paid off that month,0
5093254,F,Y,Y,No children,157500.0,Secondary / secondary special,Widow,House / apartment,15584,1611,0,0,0,Sales staff,2,1-29 days past due,0
5061697,M,N,Y,No children,157500.0,Incomplete higher,Separated,House / apartment,13463,1993,0,0,0,Security staff,10,paid off that month,0
5067584,M,Y,Y,No children,247500.0,Secondary / secondary special,Married,House / apartment,17887,567,1,0,0,Drivers,16,1-29 days past due,0
5135539,M,Y,Y,2+ children,202500.0,Secondary / secondary special,Married,Co-op apartment,11384,2727,0,0,0,Managers,55,No loan for the month,0
5054486,F,N,Y,No children,103500.0,Secondary / secondary special,Married,House / apartment,15785,1308,0,0,0,Medicine staff,31,1-29 days past due,0
5117538,F,Y,N,1 children,157500.0,Secondary / secondary special,Married,House / apartment,14883,1010,0,0,0,Sales staff,2,paid off that month,0
5135648,F,N,Y,No children,270000.0,Secondary / secondary special,Married,House / apartment,16922,1386,0,0,0,Realty agents,30,1-29 days past due,0
5143484,M,N,Y,1 children,157500.0,Secondary / secondary special,Married,House / apartment,11935,1200,0,0,0,Drivers,39,1-29 days past due,0
5143172,M,Y,N,No children,225000.0,Secondary / secondary special,Single / not married,House / apartment,17473,2631,0,0,0,Managers,45,paid off that month,0
5065689,F,N,Y,No children,270000.0,Secondary / secondary special,Single / not married,House / apartment,16458,9581,0,0,0,Laborers,36,1-29 days past due,0
5041629,M,Y,Y,No children,234000.0,Secondary / secondary special,Married,House / apartment,15510,3016,0,0,0,Laborers,16,paid off that month,0
5091555,F,N,Y,No children,247500.0,Secondary / secondary special,Married,House / apartment,12309,2788,0,1,0,Laborers,34,paid off that month,0
5033637,M,Y,Y,1 children,135000.0,Secondary / secondary special,Married,House / apartment,16646,6350,0,0,0,Drivers,8,1-29 days past due,0
5078995,F,Y,Y,1 children,292500.0,Secondary / secondary special,Separated,With parents,13284,4439,0,0,0,Sales staff,26,1-29 days past due,0
5028759,F,N,Y,No children,67500.0,Secondary / secondary special,Married,House / apartment,15408,1726,0,0,1,Laborers,0,1-29 days past due,0
5041738,M,N,Y,1 children,157500.0,Secondary / secondary special,Married,House / apartment,12585,367,0,0,0,Sales staff,26,paid off that month,0
5135779,F,N,Y,No children,126000.0,Secondary / secondary special,Married,House / apartment,23844,2147,0,1,0,Accountants,6,paid off that month,0
5089910,M,N,N,No children,225000.0,Secondary / secondary special,Married,House / apartment,13336,1436,0,0,0,Low-skill Laborers,13,paid off that month,0
5148648,F,Y,Y,1 children,202500.0,Secondary / secondary special,Married,House / apartment,15346,2481,0,0,0,Laborers,30,No loan for the month,0
5033566,F,N,N,No children,450000.0,Secondary / secondary special,Married,House / apartment,19150,1511,0,1,0,Managers,28,1-29 days past due,0
5041968,F,N,N,No children,211500.0,Higher education,Married,With parents,14636,4690,1,1,0,Laborers,4,paid off that month,0
5116955,F,N,Y,1 children,112500.0,Secondary / secondary special,Married,House / apartment,17243,2378,1,0,0,Laborers,55,No loan for the month,0
5096085,F,N,N,No children,67500.0,Secondary / secondary special,Married,Municipal apartment,18165,11451,0,0,0,Cooking staff,22,1-29 days past due,0
5053924,F,N,N,No children,270000.0,Secondary / secondary special,Married,House / apartment,18307,8794,1,1,0,Drivers,10,paid off that month,0
5052737,F,N,Y,2+ children,180000.0,Secondary / secondary special,Married,House / apartment,10454,505,0,0,1,High skill tech staff,8,paid off that month,0
5146139,F,N,Y,No children,135000.0,Secondary / secondary special,Married,House / apartment,10170,2196,1,1,0,Cooking staff,22,No loan for the month,0
5079093,M,Y,Y,1 children,112500.0,Secondary / secondary special,Married,House / apartment,12571,451,1,0,1,Drivers,31,paid off that month,0
5091784,F,Y,Y,No children,180000.0,Secondary / secondary special,Married,House / apartment,12943,473,0,0,0,Laborers,11,1-29 days past due,0
5118478,F,N,Y,No children,180000.0,Secondary / secondary special,Married,House / apartment,17386,888,0,0,0,Laborers,31,30-59 days past due,0
5091958,F,N,Y,No children,135000.0,Secondary / secondary special,Married,House / apartment,15491,504,0,0,0,Laborers,12,1-29 days past due,0
5099750,F,N,Y,1 children,135000.0,Secondary / secondary special,Married,House / apartment,10112,3170,1,1,0,Laborers,0,paid off that month,0
5010195,M,N,Y,No children,360000.0,Secondary / secondary special,Married,House / apartment,18104,1317,0,0,0,Drivers,21,paid off that month,0
5068914,F,N,N,1 children,144000.0,Secondary / secondary special,Married,House / apartment,14802,1846,0,0,0,Drivers,15,No loan for the month,0
5009821,F,Y,N,No children,99000.0,Secondary / secondary special,Married,House / apartment,14883,5457,0,1,0,Cooking staff,5,1-29 days past due,0
5029485,F,Y,N,No children,247500.0,Secondary / secondary special,Married,House / apartment,20952,3852,0,0,1,Managers,22,No loan for the month,0
5061440,F,N,Y,1 children,112500.0,Higher education,Married,House / apartment,21271,14473,0,0,1,High skill tech staff,23,paid off that month,0
5042156,M,N,N,No children,180000.0,Secondary / secondary special,Married,House / apartment,19618,1617,1,1,0,Laborers,1,1-29 days past due,0
5066672,F,N,Y,No children,324000.0,Secondary / secondary special,Separated,House / apartment,16120,1557,0,0,0,High skill tech staff,37,30-59 days past due,0
5010549,F,Y,Y,No children,315000.0,Secondary / secondary special,Separated,House / apartment,18184,3021,0,1,1,Laborers,40,No loan for the month,0
5149325,F,Y,Y,1 children,180000.0,Higher education,Separated,House / apartment,18838,5981,0,0,0,Managers,27,No loan for the month,0
5095507,F,N,Y,No children,157500.0,Higher education,Married,House / apartment,12086,4175,0,1,0,Managers,9,paid off that month,0
5028932,F,N,Y,No children,225000.0,Secondary / secondary special,Widow,House / apartment,17438,142,0,0,0,Sales staff,14,No loan for the month,0
5011001,F,Y,Y,No children,157500.0,Secondary / secondary special,Married,House / apartment,10737,2078,0,0,1,Sales staff,35,1-29 days past due,0
5111116,F,N,Y,1 children,315000.0,Higher education,Married,House / apartment,11602,1455,0,0,0,Managers,21,1-29 days past due,0
5085907,F,N,Y,2+ children,67500.0,Secondary / secondary special,Married,House / apartment,11829,3303,0,0,0,Core staff,23,1-29 days past due,0
5105789,M,N,N,No children,121500.0,Incomplete higher,Single / not married,House / apartment,8947,1611,1,0,0,Laborers,16,1-29 days past due,0
5085960,M,N,Y,No children,225000.0,Secondary / secondary special,Married,House / apartment,12394,381,0,0,0,Laborers,48,1-29 days past due,0
5028855,M,Y,Y,1 children,157500.0,Secondary / secondary special,Married,House / apartment,13867,3095,0,0,0,Laborers,44,1-29 days past due,0
5099901,M,Y,Y,No children,157500.0,Secondary / secondary special,Married,House / apartment,20341,6853,0,0,0,Laborers,3,1-29 days past due,0
5068128,M,N,Y,No children,180000.0,Secondary / secondary special,Married,House / apartment,17075,2942,0,0,0,Laborers,54,paid off that month,0
5089687,F,N,N,No children,67500.0,Secondary / secondary special,Civil marriage,House / apartment,15563,309,0,0,0,Cooking staff,20,1-29 days past due,0
5047934,M,Y,Y,1 children,270000.0,Incomplete higher,Married,House / apartment,16570,2806,0,0,0,Managers,11,paid off that month,0
5114004,F,N,N,2+ children,202500.0,Secondary / secondary special,Married,House / apartment,13446,2720,0,0,0,Sales staff,13,1-29 days past due,0
5113627,M,Y,Y,No children,270000.0,Higher education,Married,House / apartment,12765,741,0,0,1,Managers,23,paid off that month,0
5046236,F,N,Y,1 children,180000.0,Higher education,Married,House / apartment,19240,3457,0,0,0,Managers,46,No loan for the month,0
5113978,M,Y,N,No children,270000.0,Incomplete higher,Married,House / apartment,11955,893,1,1,1,Laborers,13,paid off that month,0
5135286,F,N,Y,No children,135000.0,Incomplete higher,Single / not married,House / apartment,11127,494,1,0,0,Laborers,15,1-29 days past due,0
5113424,F,N,N,No children,270000.0,Secondary / secondary special,Widow,House / apartment,18659,407,0,0,0,Cooking staff,10,30-59 days past due,0
5023504,F,N,N,1 children,63000.0,Secondary / secondary special,Single / not married,Municipal apartment,16817,4618,0,0,0,Cleaning staff,5,paid off that month,0
5022886,M,Y,Y,1 children,315000.0,Secondary / secondary special,Separated,House / apartment,16314,882,0,0,0,Managers,26,paid off that month,0
5116053,F,N,N,No children,135000.0,Secondary / secondary special,Married,House / apartment,17803,10762,0,0,0,Accountants,14,1-29 days past due,0
5067776,F,Y,Y,1 children,225000.0,Higher education,Separated,House / apartment,15671,232,0,0,1,Laborers,48,No loan for the month,0
5089527,F,Y,N,No children,315000.0,Higher education,Married,Co-op apartment,13064,2286,1,0,0,Medicine staff,27,paid off that month,0
5105186,M,N,Y,No children,315000.0,Higher education,Single / not married,House / apartment,10499,545,0,0,1,Laborers,2,No loan for the month,0
5010128,F,N,Y,2+ children,270000.0,Secondary / secondary special,Married,House / apartment,12927,2078,1,1,1,Managers,35,1-29 days past due,0
5044790,M,Y,Y,1 children,247500.0,Higher education,Married,Municipal apartment,15606,160,0,1,0,Sales staff,38,1-29 days past due,0
5056228,F,N,Y,No children,40500.0,Secondary / secondary special,Married,House / apartment,12729,4936,1,0,0,Cleaning staff,14,1-29 days past due,0
5113859,M,N,N,No children,135000.0,Secondary / secondary special,Married,House / apartment,10368,1259,1,0,0,High skill tech staff,5,paid off that month,0
5025015,M,Y,N,No children,256500.0,Secondary / secondary special,Married,House / apartment,13694,246,1,0,0,Laborers,12,1-29 days past due,0
5067608,F,N,Y,No children,112500.0,Secondary / secondary special,Married,House / apartment,15515,2485,0,0,1,Sales staff,7,1-29 days past due,0
5047898,F,N,Y,No children,202500.0,Secondary / secondary special,Married,House / apartment,18381,734,0,1,0,Medicine staff,18,1-29 days past due,0
5135636,M,Y,Y,No children,195750.0,Secondary / secondary special,Married,House / apartment,18836,931,1,1,0,Laborers,9,No loan for the month,0
5009400,F,N,N,1 children,76500.0,Higher education,Civil marriage,House / apartment,12506,495,1,0,0,Accountants,21,paid off that month,0
5115577,F,N,Y,2+ children,112500.0,Secondary / secondary special,Married,House / apartment,11875,2568,1,0,0,Laborers,8,paid off that month,0
5025257,F,Y,Y,2+ children,157500.0,Secondary / secondary special,Married,House / apartment,11688,2803,0,1,0,Core staff,15,1-29 days past due,0
5025232,F,N,Y,No children,202500.0,Higher education,Married,House / apartment,18156,1250,0,0,0,Managers,13,paid off that month,0
5056237,F,N,Y,No children,40500.0,Secondary / secondary special,Married,House / apartment,12729,4936,1,0,0,Cleaning staff,15,paid off that month,0
5114599,F,N,Y,1 children,180000.0,Higher education,Separated,House / apartment,17289,5550,0,0,1,Managers,7,paid off that month,0
5143158,F,Y,N,No children,652500.0,Higher education,Single / not married,House / apartment,19137,349,1,1,1,Managers,26,paid off that month,0
5113852,M,Y,Y,No children,90000.0,Secondary / secondary special,Civil marriage,House / apartment,8362,711,1,0,1,Sales staff,15,1-29 days past due,0
5008844,M,Y,Y,No children,112500.0,Secondary / secondary special,Married,House / apartment,20502,4450,0,1,0,Drivers,43,1-29 days past due,0
5033801,F,N,Y,No children,360000.0,Higher education,Married,House / apartment,16461,3244,0,0,0,Managers,18,No loan for the month,0
5023232,F,Y,Y,No children,225000.0,Higher education,Single / not married,House / apartment,11202,1270,1,0,0,Core staff,17,paid off that month,0
5054210,M,Y,N,2+ children,171000.0,Secondary / secondary special,Married,With parents,11301,2250,1,0,0,Laborers,18,paid off that month,0
5116836,M,Y,N,1 children,225000.0,Secondary / secondary special,Married,House / apartment,12241,2893,0,0,0,Laborers,8,paid off that month,0
5052662,F,Y,N,No children,247500.0,Secondary / secondary special,Married,House / apartment,15932,4490,0,0,0,High skill tech staff,18,paid off that month,0
5028737,M,N,Y,No children,360000.0,Secondary / secondary special,Married,House / apartment,12483,4039,0,0,0,Managers,0,paid off that month,0
5106107,M,Y,Y,No children,180000.0,Secondary / secondary special,Married,House / apartment,18854,948,1,0,0,Laborers,19,1-29 days past due,0
5068130,F,N,Y,No children,180000.0,Secondary / secondary special,Married,House / apartment,18439,2758,0,0,0,Laborers,35,1-29 days past due,0
5117161,F,N,N,1 children,135000.0,Secondary / secondary special,Separated,House / apartment,16150,5148,0,0,0,Medicine staff,18,paid off that month,0
5135736,M,N,Y,2+ children,112500.0,Secondary / secondary special,Married,House / apartment,11964,4280,0,0,0,Laborers,21,No loan for the month,0
5125822,F,N,Y,2+ children,157500.0,Higher education,Married,House / apartment,11221,4244,1,1,0,Laborers,0,paid off that month,0
5029461,F,Y,Y,1 children,112500.0,Higher education,Civil marriage,House / apartment,10551,3000,0,0,1,Core staff,32,paid off that month,0
5022762,F,N,N,1 children,202500.0,Secondary / secondary special,Separated,House / apartment,10800,3166,0,0,0,Sales staff,38,1-29 days past due,0
5091719,F,Y,Y,No children,90000.0,Secondary / secondary special,Married,House / apartment,14116,2269,0,0,0,Medicine staff,5,paid off that month,0
5009991,M,Y,N,2+ children,157500.0,Secondary / secondary special,Married,Office apartment,14749,2382,0,0,1,Drivers,1,No loan for the month,0
5096554,F,Y,N,No children,216000.0,Secondary / secondary special,Married,House / apartment,14775,4327,1,0,0,Medicine staff,17,1-29 days past due,0
5088811,M,Y,Y,No children,225000.0,Secondary / secondary special,Married,House / apartment,13718,3694,1,1,0,High skill tech staff,37,1-29 days past due,0
5089788,F,N,Y,No children,126000.0,Secondary / secondary special,Separated,House / apartment,21646,1283,1,1,0,Cleaning staff,28,paid off that month,0
5036756,F,N,Y,No children,175500.0,Higher education,Married,House / apartment,15248,2227,1,1,0,Managers,13,paid off that month,0
5126549,F,Y,N,2+ children,135000.0,Higher education,Married,House / apartment,13495,2357,1,0,0,Core staff,18,No loan for the month,0
5010815,F,N,Y,2+ children,67500.0,Secondary / secondary special,Married,House / apartment,15140,3174,1,0,1,Sales staff,18,No loan for the month,0
5125133,F,N,Y,No children,220500.0,Secondary / secondary special,Separated,House / apartment,17196,560,1,0,0,Core staff,27,1-29 days past due,0
5061939,F,N,Y,1 children,270000.0,Secondary / secondary special,Married,House / apartment,15608,2755,0,0,0,Laborers,54,No loan for the month,0
5116380,F,N,Y,1 children,120150.0,Higher education,Married,House / apartment,9287,1432,1,0,0,Core staff,6,No loan for the month,0
5037132,F,N,Y,1 children,85500.0,Secondary / secondary special,Separated,House / apartment,15385,1132,0,0,0,Cooking staff,7,paid off that month,0
5036969,M,Y,N,No children,292500.0,Secondary / secondary special,Married,House / apartment,18762,2196,0,1,0,Laborers,12,paid off that month,0
5143630,M,N,N,No children,247500.0,Higher education,Civil marriage,House / apartment,15125,199,0,0,0,Drivers,6,1-29 days past due,0
5105968,F,Y,N,1 children,225000.0,Higher education,Civil marriage,With parents,9932,668,0,1,1,Accountants,22,paid off that month,0
5053362,F,N,Y,No children,238500.0,Higher education,Married,House / apartment,20517,2971,1,1,0,Sales staff,0,paid off that month,0
5135745,M,N,Y,2+ children,112500.0,Secondary / secondary special,Married,House / apartment,11964,4280,0,0,0,Laborers,24,No loan for the month,0
5036939,M,Y,Y,1 children,292500.0,Higher education,Married,House / apartment,11702,1009,1,1,0,Core staff,4,paid off that month,0
5054482,F,N,Y,No children,103500.0,Secondary / secondary special,Married,House / apartment,15785,1308,0,0,0,Medicine staff,7,paid off that month,0
5022835,M,Y,Y,No children,202500.0,Secondary / secondary special,Married,House / apartment,17262,1617,0,0,0,Core staff,14,1-29 days past due,0
5126019,F,N,N,1 children,112500.0,Secondary / secondary special,Civil marriage,House / apartment,14788,2661,1,1,0,Core staff,24,1-29 days past due,0
5143628,M,N,N,No children,247500.0,Higher education,Civil marriage,House / apartment,15125,199,0,0,0,Drivers,26,No loan for the month,0
5117584,F,N,N,No children,135000.0,Higher education,Married,House / apartment,18197,4418,1,0,0,Accountants,15,1-29 days past due,0
5142657,M,Y,N,2+ children,180000.0,Secondary / secondary special,Married,House / apartment,14781,2934,1,1,0,Managers,24,1-29 days past due,0
5139880,F,Y,Y,No children,720000.0,Higher education,Separated,House / apartment,20791,4814,1,1,0,Managers,36,1-29 days past due,0
5116837,M,Y,N,1 children,225000.0,Secondary / secondary special,Married,House / apartment,12241,2893,0,0,0,Laborers,6,1-29 days past due,0
5090893,M,N,N,No children,225000.0,Higher education,Married,House / apartment,12051,4691,0,0,0,Laborers,22,paid off that month,0
5061296,F,N,N,No children,67500.0,Secondary / secondary special,Married,With parents,15675,8691,1,1,0,Medicine staff,2,paid off that month,0
5137368,M,Y,N,1 children,202500.0,Incomplete higher,Married,House / apartment,11745,231,1,0,0,Drivers,32,paid off that month,0
5010390,F,Y,Y,No children,540000.0,Higher education,Married,House / apartment,13758,2535,0,0,1,Managers,17,1-29 days past due,0
5143624,F,N,N,No children,135000.0,Secondary / secondary special,Married,House / apartment,15922,2086,0,0,0,Sales staff,19,paid off that month,0
5033999,F,N,Y,1 children,148500.0,Higher education,Civil marriage,House / apartment,16038,1036,1,1,0,High skill tech staff,33,paid off that month,0
5143535,F,N,Y,No children,270000.0,Higher education,Single / not married,House / apartment,16668,377,0,0,0,Sales staff,12,1-29 days past due,0
5085716,F,N,Y,No children,135000.0,Lower secondary,Civil marriage,House / apartment,15143,991,0,0,0,Laborers,24,No loan for the month,0
5149847,M,Y,Y,1 children,360000.0,Higher education,Married,House / apartment,16250,747,0,0,0,Managers,12,1-29 days past due,0
5137246,F,N,N,No children,90000.0,Secondary / secondary special,Married,House / apartment,17355,3273,1,1,0,Secretaries,24,1-29 days past due,0
5114327,F,N,N,No children,135000.0,Secondary / secondary special,Married,House / apartment,13967,4850,1,1,0,High skill tech staff,56,No loan for the month,0
5092344,F,N,Y,No children,225000.0,Secondary / secondary special,Widow,House / apartment,19252,2057,0,0,0,Sales staff,8,paid off that month,0
5145904,F,N,Y,No children,193500.0,Higher education,Married,House / apartment,21029,7280,0,0,0,High skill tech staff,16,No loan for the month,0
5125290,F,N,N,1 children,202500.0,Secondary / secondary special,Separated,House / apartment,13939,134,0,0,0,Laborers,23,1-29 days past due,0
5089606,F,N,N,No children,112500.0,Secondary / secondary special,Married,House / apartment,15002,1466,1,1,0,Laborers,33,paid off that month,0
5047762,F,N,N,No children,135000.0,Secondary / secondary special,Married,House / apartment,16008,157,0,0,0,Cooking staff,30,paid off that month,0
5029262,M,Y,Y,2+ children,225000.0,Higher education,Married,House / apartment,13456,992,0,0,0,Drivers,20,paid off that month,0
5095431,F,N,Y,No children,292500.0,Higher education,Married,House / apartment,18764,9258,0,0,0,High skill tech staff,13,No loan for the month,0
5143577,M,Y,N,No children,157500.0,Incomplete higher,Married,With parents,9124,960,1,0,0,Drivers,21,1-29 days past due,0
5118022,F,N,N,No children,157500.0,Secondary / secondary special,Single / not married,With parents,9621,1769,0,0,0,Medicine staff,8,paid off that month,0
5041363,F,N,N,No children,315000.0,Higher education,Civil marriage,With parents,14679,1282,0,0,0,Managers,19,No loan for the month,0
5068626,F,Y,Y,No children,216000.0,Secondary / secondary special,Married,House / apartment,21216,3641,0,0,0,Managers,34,paid off that month,0
5062674,F,Y,Y,1 children,135000.0,Higher education,Married,House / apartment,14863,4407,0,0,0,Managers,30,paid off that month,0
5036971,F,Y,Y,2+ children,135000.0,Secondary / secondary special,Married,House / apartment,14439,6094,1,0,0,Core staff,4,1-29 days past due,0
5096223,F,N,N,1 children,63000.0,Secondary / secondary special,Married,House / apartment,13405,888,1,0,0,Sales staff,25,1-29 days past due,0
5142439,M,Y,Y,1 children,225000.0,Higher education,Married,House / apartment,16783,3451,0,0,0,Managers,35,1-29 days past due,0
5142732,M,Y,N,1 children,144000.0,Secondary / secondary special,Married,House / apartment,12116,196,1,1,0,Drivers,3,paid off that month,0
5091612,M,Y,Y,No children,180000.0,Secondary / secondary special,Married,House / apartment,9393,2757,1,1,0,Laborers,35,1-29 days past due,0
5105583,M,Y,N,2+ children,378000.0,Higher education,Married,House / apartment,10722,1245,0,0,1,Security staff,1,1-29 days past due,0
5113496,F,N,Y,1 children,135000.0,Incomplete higher,Married,House / apartment,9734,2049,1,1,1,Core staff,35,No loan for the month,0
5021707,F,Y,Y,1 children,112500.0,Secondary / secondary special,Married,House / apartment,15174,3292,1,0,0,Sales staff,20,1-29 days past due,0
5117329,F,N,Y,1 children,382500.0,Higher education,Single / not married,With parents,12116,553,0,0,0,Managers,18,paid off that month,0
5068881,F,N,N,1 children,112500.0,Secondary / secondary special,Married,With parents,11499,4006,0,1,1,Core staff,34,No loan for the month,0
5149427,M,N,N,No children,315000.0,Secondary / secondary special,Single / not married,House / apartment,8946,867,0,0,0,Managers,18,paid off that month,0
5091410,F,N,Y,No children,135000.0,Secondary / secondary special,Single / not married,House / apartment,17579,1904,1,0,0,Laborers,4,paid off that month,0
